name,justify
王文采, 植物分类学家，主要从事毛茛科、荨麻科、紫草科、苦苣苔科等科植物的分类学研究。1926年6月出生，山东掖县人。1949年毕业于北京师范大学。1993年当选为中国科学院院士。
王湘浩, 代数学、计算机科学家 1915年5月5日生于河北安平。1937年毕业于北京大学。1949年获美国普林斯顿大学哲学博士学位。1955年被选聘为中国科学院学部委员(院士)。1993年5月4日逝世。 曾任北京大学教授，吉林大学教授。1952年开创吉林大学数学系，任首届系主任。1976年开创吉林大学计算机科学系，任首届系主任。主要从事代数数论和赋值论、人工智能学等方面的研究并取得多项重要成果。1948年留美博士论文中，纠正了Grunwald定理的错误，对该定理作了推广并给出该定理成立的充要条件，重新证明了Dickson猜想。与此同时，证明代数数域上单纯代数换位子群与其幺模子群相等。20世纪50年代在数学系工作中，大力促进应用数学领域的发展，以适应国家的人才需求。60年代初，提出利用“保n项关系”的方法解决了多值逻辑中函数集的完备性问题。在定理机器证明和计算机代数方面，推广了归结原理，并推广改进了Vincent定理。
王序, 有机化学家 1912年3月8日生于江苏无锡。1935年毕业于沪江大学化学系。1940年获奥地利维也纳大学博士学位。1980年当选为中国科学院学部委员(院士)。1984年2月10日逝世。 曾任北京医学院(现北京大学医学部)教授、药学系主任、中国化学会副理事长、中国药学会副理事长。曾对中草药射干、丹参、土大黄、益母草等的成分结构进行研究。在研究香豆素类合成中发展了稠环角甲基的合成方法。20世纪50年代以后主要从事杂环化合物、糖类化合物、核苷酸及中药活性成分的研究。在我国最早组织了以酶和受体为靶筛选常用中药，从200多种中药的600多个提取物的研究中获得有意义的活性成分信息。在抗肿瘤药物的研究中，系统研究了硫代糖和去氧糖的合成以及嘧啶、嘌呤类核苷酸的合成，其中一些三嗪类化合物和它们的核苷，经证明是有效的抗癌剂。
王圩, 半导体光电子学专家，早期从事无位错硅单晶和Ⅲ-Ⅴ族化合物异质结液相外延研究 ，1979年开始从事长波长镓铟砷磷四元双异质结激光器和动态单频激光器研究。1937年12月25日生于河北文安。1960年毕业于北京大学物理系半导体物理专业。1997年当选为中国科学院院士。
王选, 王选（1937.2.5-2006.2.13），计算机专家。江苏无锡人。1958年毕业于北京大学数学系。1994年选聘为中国工程院院士。北京大学教授、计算机研究所所长、文字信息处理技术国家重点实验室主任。1975年以前，从事计算机逻辑设计、体系结构和高级语言编译系统等方面的研究。1975年开始主持华光和方正型计算机激光汉字编排系统的研制，用于书刊、报纸等正式出版物的编排。针对汉字字数多，印刷用汉字字体多、精密照排要求分辨率很高所带来的技术困难，发明了高分辨率字型的高倍率信息压缩和高速复原方法，并在华光Ⅳ型和方正91型、93型上设计了专用超大规模集成电路实现复原算法，显著改善系统的性能价格比。领导研制的华光和方正系统在中国报社和出版社、印刷厂逐渐普及，并出口港、澳、台、美和马来西亚。为新闻出版全过程的计算机化奠定了基础。获2001年度国家最高科学技术奖。1991当选为中国科学院院士（学部委员）。
王业宁, 物理学家 1926年10月生于安徽安庆。1949年毕业于中央大学物理系。1991年当选为中国科学院学部委员(院士)。南京大学教授。 从事固体中相变与缺陷的内耗(声衰减)研究。对于一级位移型相变的瞬态内耗与稳态内耗都最早获得重要的实验规律，并提出了相应的机制。发现铁电畴的粗(细)化具有一级相变特征，在三种(Y，Bi，Tl)高温超导体的正常态均发现存在三个类变相(只有晶格参数跳变，而无对称性改变)的温区，并首次测定了铋锶钙铜氧的弹性软模用电镜方法找到了铁电体(SBT)中“无疲劳”的根源，在2000年国际铁电会议上就此作了邀请报告。 1982年获国家自然科学奖二等奖。1990年获国家教委科技进步奖一等奖。  
王应睐,     王应睐(1907.11.23-2001.5.5)，生物化学家。福建金门人。1929年毕业于南京金陵大学化学系。1941年获英国剑桥大学哲学博士学位。曾任中国科学院上海生物化学研究所研究员、名誉所长。1955年选聘为中国科学院学部委员(院士)。    主要研究酶化学与营养代谢，对维生素、血红蛋白、琥珀酸脱氢酶进行了深入的研究，并取得了重大成绩。发现酶朊与FAD是以共价键结合，并受底物与磷酸盐等物激活，这项工作是该酶研究的重要突破。中华人民共和国建国初期，争取了一批留学国外的科学家回国工作，尽快建立了我国生物化学科研事业。1965年和1981年分别担任两个协作组组长，成功地组织了在世界上首次完成具有生物活力的人工合成牛胰岛素和酵母丙氨酸转移核糖核酸两项重大基础性工作。
王钰, 地层古生物学家。1907年10月5日生于河北深泽。1933年毕业于北京大学地质系。1980年当选为中国科学院学部委员(院士)。1984年4月5日逝世。 曾任中国科学院南京地质古生物研究所研究员。20世纪30年代任中央地质调查所资源委员会专门委员。曾任《古生物学报》主编。30～40年代对我国煤田、天然气等非金属矿床进行过详细调查，对奥陶纪、志留纪和二叠纪部分三叶虫有较详细的研究，其中对扬子区下古生界的研究成果，成为我国南方早古生代地层分类与对比的奠基性工作。50～60年代奠定了我国腕足动物群和南方泥盆纪地层研究的基础。与国内外学者合作的“中国志留纪、泥盆纪生物地理”、“晚奥陶世至中泥盆世腕足类群落生态”研究和与戎嘉余合作的《广西南宁－六景间泥盆纪郁江期腕足类动物》获1988年、1989年中国科学院科技进步奖一等奖。代表作有《中国的泥盆系》、《中国的腕足动物化石》、《华南泥盆纪生物地层》、《黔南桂中中泥盆世北流期腕足动物》和《南宁—六景间泥盆纪郁江期腕足动物》。
王元, 数学家，主要从事解析数论研究。1930年4月生于浙江兰溪。1952年毕业于浙江大学。1980年当选为中国科学院学部委员(院士)。
王曰伦, 地质学家。1903年1月23日生于山东泰安。1927年毕业于山西大学工学院。1980年当选为中国科学院学部委员(院士)。1981年7月20日逝世。 曾任中央地质调查所西北分所所长，地质部天津地质矿产研究所所长、名誉所长、研究员。20世纪30年代在丁文江工作的基础上，在云南奠定了中国前寒武地层层序及其底界。1937年，发现了黔东震旦系冰碛层，为地层对比找到可靠依据。50年代初，改正和厘定了五台山区变质地层的层序。与贾兰坡共同发现了周口店猿人产地第四纪冰川遗迹，提出南、北方震旦地层应为上下关系。60年代组织、参加华北前寒武纪及第四纪地质研究，主编全国中、晚元古界对比划分专著。代表作有《中国海相火山—沉积成矿理论及相关地质问题》、《对中国寒武纪以前古老沉积岩划分的意见》和《全国震旦系对比线索》。 1982年获国家自然科学奖一等奖。
王之玺, 王之玺(1906.12.8-2001.1.20)，冶金学家。河北行唐人。1931年毕业于天津北洋大学。中国金属学会高级工程师。负责拟订鞍钢复工计划，并参加工程施工，生产迅速恢复，获一等功臣奖。首先组织创建我国钢铁产品的技术标准，组织制定全国钢铁冶炼的基本操作规程并建立技术监督制度提出攀枝花和包头铁矿综合利用的课题，并负责组织攀枝花钒钛铁矿的高炉冶炼实验工作，采用三段试验方案取得成功，为攀枝花钢铁基地的建设创造了技术条件。负责组织制定冶金科技十年发展规划，组织一些重大新技术的研究和推广工作，如连续铸钢、贫赤铁矿选矿、炼铁高炉采用高压高风温、炼钢真空处理、钢材冷加工等。为推动冶金工业的技术进步，为中国金属学会的创建和发展做出了贡献。1955年选聘为中国科学院院士（学部委员）。
王之卓, 航空摄影测量与遥感专家。1909年12月16日生于河北丰润。1932年毕业于上海交通大学。1939年获德国柏林工业大学工学博士学位。1980年当选为中国科学院学部委员(院士)。2002年5月18日逝世。 曾任武汉测绘科学技术大学名誉校长、教授，上海交通大学校长、武汉测绘学院副院长。20世纪40年代对立体测图技术有重要贡献。50年代推导出“起伏地区航空摄影相片相对定向元素解算公式”，推演出航测成图方法和空中三角测量精度估算公式，为生产提供了理论根据。60年代提出解析法空中三角测量加密理论与方案。70年代提出“全数字自动化测图”构想。历时15年实现了摄影测量的根本性变革，达到90年代国际先进水平。代表作有《摄影测量原理》、《摄影测量原理续编》等。 获国家教委科技进步奖一等奖，1993年获国家自然科学奖二等奖，1997年获陈嘉庚地球科学奖。
王志均,     王志均(1910.8.3-2000.12.24)，生理学家。山西昔阳人。1936年毕业于清华大学生物系。1950年获美国伊利诺伊大学医学院哲学博士学位。曾任北京医科大学生理学教授。1980年当选为中国科学院学部委员（院士）。    利用具有移植胰的狗，观察各种食物在小肠中引起促胰液素和促胰酶素（即胆囊收缩素）释放的情况，被认为是食物引起胃肠激素释放的定量研究的开端阐明迷走－胰岛素系统，发现交感神经对胰高血糖素的释放作用，处于当时世界领先水平证实了迷走－胃泌素机制在胃液分泌神经反射期中的重要意义近年来发现有些胃肠激素具有细胞保护作用，提出细胞保护可能是胃肠激素的生理功能之一的假说，已获得不少证据支持。
王竹泉, 地质学家。1891年4月9日生于河北交河。1916年毕业于农商部地质研究所。1929～1931年在美国威斯康星大学及麻省理工学院地质系学习，获硕士学位。1957年被选聘为中国科学院学部委员(院士）。1975年7月24日逝世。 曾任北京大学地质系教授、煤炭部总工程师、北京煤炭科学院地质研究所所长。从事地质工作60年，研究领域广泛，特别在研究中国煤田地质形成与分布规律、地层叠覆原理方面有突出的成就。首先提出煤的接触变质规律，首次提出以重矿物为标志鉴定火成岩区的观点，在煤田地质理论上作出了积极贡献。发现陕北油田，在昌平发现新矿物并命名“西湖石”对除西藏、新疆以外的全国各省的煤田进行系统调查研究，为大规模勘查奠定了基础。被誉为“中国煤田事业的奠基人”。代表作有《山西煤矿志》和《河北磁县煤层的煤岩研究》等。
王竹溪, 物理学家 1911年6月7日生于湖北公安。1933年毕业于清华大学，1935年获该校硕士学位。1938年获英国剑桥大学哲学博士学位。1955年被选聘为中国科学院学部委员(院士)。1983年1月30日逝世。 曾任西南联合大学、清华大学教授，北京大学教授、副校长，《物理学报》主编。主要从事理论物理特别是热力学、统计物理学、数学物理等方面的研究。在湍流尾流理论、吸附统计理论、超点阵统计理论、热力学平衡与稳定性、多元溶液、热力学绝对温标、热力学第三定律、物质内部有辐射的热传导问题以及基本物理常数等领域取得多项重要成果。在有序无序变化的统计力学理论方面将贝特理论作了重要推广，在热力学的理论研究方面作出多方面的推广。同时对物理学史、基本物理常数和汉字检索机器化方案等作了不少有成效的研究。
魏荣爵,     声学家 1916年9月4日生于湖南邵阳。1937年毕业于金陵大学。1947年获美国伊利诺大学物理学硕士学位，1950年获美国加利福尼亚大学博士学位。1980年当选为中国科学院学部委员(院士)。 南京大学教授，中国声学学会名誉理事长。    中国声学事业的开创者之一。运用分子的弛豫吸收理论成功地解释了低频声波在水雾中的反常吸收，指出声能耗散原因并得出水雾吸声普适公式。首创雾滴计数器。首先开展语言声学研究，在国际上最早提出用现场语噪声方法测量汉语平均谱，试制成功“可见语音仪”。对微波声学、低温声学以及水波孤子、混沌等进行了研究，取得突出成果。 1989年获国家自然科学奖二等奖，1990年获国家教委科技进步奖一等奖。 
魏寿昆,     冶金学及冶金物理化学专家。1907年9月16日生于天津。1929年毕业于北洋大学，获学士学位。1935年获德国德累斯顿工业大学博士学位。北京科学技术大学教授。1980年当选为中国科学院院士(学部委员)。2014年6月30日逝世。    从事高等教学70年，培养了大量的冶金人才。在冶金热力学方面造诣较深。先后进行过钢铁脱硫、钢液脱磷、活度理论、选择性氧化、固体电解质电池定氧和冶金热力学在我国特有矿产综合提取金属中的应用等研究，取得了重要成果，并多次获奖。
魏曦,     魏曦(1903.12.25-1989.5.20)，医学家。湖南岳阳人。1933年毕业于上海医学院，获医学博士学位。曾任中国医学科学院流行病学微生物学研究所教授、名誉所长。1955年选聘为中国科学院学部委员（院士）。    研究回归热螺旋体、支原体成绩卓著研究斑疹伤寒立克次体组织培养获哈佛大学研究院奖对二战期间滇缅英美军中流行的“不时热”经确证为恙虫病，获哈佛大学考察团授予的战时学术性功绩勋章抗美援朝期间从美军投掷细菌武器中分离出鼠疫和霍乱菌，获朝鲜二级国旗勋章和中国国务院奖状50年代提出了抗生素引起菌群失调的概念并率先开发了生态制剂，促进了“微生态学”学科的发展从事诸多动物源病――人兽共患病调查研究，在中国首次判定弯曲菌。
文圣常, 物理海洋学家，长期从事海浪理论和应用研究。1921年11月1日生于河南光山。1944年毕业于武汉大学。1947年毕业于美国航空机械学校。1993年当选为中国科学院院士。
温诗铸, 机械学专家，长期从事润滑理论、摩擦磨损机理与控制等方面研究。1932年11月2日生于江西丰城。1955年毕业于清华大学机械制造系。1999年当选为中国科学院院士。
翁文波, 地球物理学、石油地质学家。1912年2月18日生于浙江鄞县。1934年毕业于清华大学物理系。1939年获英国伦敦帝国大学哲学博士学位。1980年当选为中国科学院学部委员(院士)。1994年11月18日逝世。 曾任石油科学研究院副院长、研究员，中国地球物理学会理事长。主要从事石油地球物理勘探和天然地震、洪涝、干旱自然灾害预测预报研究。20世纪40年代提出东北、华北等低变质区可望找到油气田的理论。发现大庆油田的主要贡献者之一，是中国石油测井、石油地球物理勘探技术、石油地球化学的创始人。60年代致力于天然地震灾害的预测预报研究，创立“预测论”理论应用于地震、洪涝、干旱等自然灾害预测。代表作有《从煤炭定碳比看中国石油远景》和《预测论基础》。 1982年获国家自然科学奖一等奖。
吴承康, 气体动力学家，长期从事烧蚀、等离子体科学技术以及燃烧科学技术研究，成为我国弹头烧蚀防热研究、等离子体科学和燃烧科学界的学术带头人。1929年11月14日生于上海。1951年毕业于美国威斯康辛大学机械工程系，1952年获该校硕士学位。1957年获美国麻省理工学院科学博士学位。1991年当选为中国科学院学部委员（院士）。
吴传钧, 人文地理与经济地理学家。1918年4月2日生于江苏苏州。1941年毕业于中央大学地理系，1943年获该校硕士学位。1948年获英国利物浦大学博士学位。1991年当选为中国科学院学部委员(院士)。2009年3月13日逝世。曾任中国科学院地理研究所研究员、副所长，中国地理学会理事长。联合国大学(东京)校长顾问。主要从事综合经济地理(含国土开发整治)和人文地理研究。提出经济地理学是具有自然－技术－经济三结合特点的边缘科学地理学研究的核心是人地关系地域系统的发展过程、机理和结构特征、发展趋向和优化调控，这些学术见解推进了地理学的基础理论研究。代表作有《中国农业地理总论》、《1∶1000000中国土地利用图集》、《国土发展整治与规划》、《现代经济地理学》和《中国经济地理》。 获国家科技进步奖一等奖2项，中国科学院科技进步奖一等奖3项。
吴杭生, 物理学家 1932年2月19日生于浙江杭州，籍贯安徽桐城。1953年毕业于复旦大学物理系。1956年北京大学物理系理论物理研究生毕业。1993年当选为中国科学院院士。2003年12月4日逝世。 曾任中国科学技术大学教授。主要从事超导电性理论研究。在铁磁与超导共存问题、过渡金属超导电性、超导薄膜、超导临界温度、第二类超导体、约瑟夫逊效应和高Tc铜氧化物等方面作了大量系统的研究，取得突出成果。在开创和推动我国超导电性研究方面起了重要作用，是我国这方面主要的专家之一。代表作为《超导电性》(上、下册)。
吴浩青,     物理化学家 1914年4月22日生于江苏宜兴，2010年7月18日逝世。1935年毕业于浙江大学化学系。复旦大学教授。1980年当选为中国科学院学部委员(院士)。    对电池内阻测量方法作过重要改进。对中国丰产元素锑的电化学性质作过系统研究，利用微分电容——电势曲线确定了锑的零电荷电势为－0.19±0.02V，校正了文献数据并得到国际公认。在应用研究中取得不少成果，如为储备电池的生产提供了有关氟硅酸的电导率与其浓度关系的数据研制了海军用海水激活电池，数字地倾斜仪中传感器用电解液和飞行平台用电导液等。在高能电源锂电池(Li/CuO电池)的研究中提出了颇有创见的嵌入反应机理，确认阴极反应是锂在氧化铜晶格中的嵌入反应，达到一定的嵌入度后可引起氧与铜间键的断裂而析出金属铜，修正了前人的观点并得到国际上的确证。 曾获国防科委科技成果奖。　　2010年7月18日逝世，享年96岁。
吴建屏, 吴建屏（1934.4.4-2012.12.23），神经生理学家。生于上海，原籍江苏太仓。1958年毕业于上海第一医学院医疗系。曾任中国科学院上海脑研究所研究员、所长。1991年当选为中国科学院院士（学部委员）。首次证明来自丘脑腹外侧核神经元的纤维末梢与大脑皮层快锥体束神经元有直接突触联系证明刺激猫十字沟旁4区及6区皮层可在快传导的网脊神经元上引起单突触反应，证明猫肌肉I类传入纤维的传入冲动可以兴奋运动皮层中大多数锥体束神经元在灵长类动物上证明，用短方波刺激运动皮层所引起的锥体束的D和I反应是同一些传导快的锥体束神经元重复放电的结果，修正了传统的观点证明针刺或电刺激外周神经可抑制伤害性刺激引起的脊颈束神经元或其他背角神经元的反应，抑制作用的强弱与针刺部位和痛源之间的神经节段性关系有关。　　
吴阶平, 吴阶平（1917.1.22-2011.3.2），医学家。江苏常州人。1937年毕业于北平燕京大学，获理学士学位。1942年毕业于北平协和医学院，获医学博士学位。1992年当选为第三世界科学院院士。1995年选聘为中国工程院院士。曾任中国医学科学院名誉院长，中国协和医科大学名誉校长，北京医科大学泌尿外科研究所名誉所长、教授。1980年当选为中国科学院院士（学部委员）。“肾结核对侧肾积水”的研究使一些无法挽救的肾结核患者得到恢复，在国内外医疗实践中得到证实。开创对输精管结扎手术中灌注远段精道的技术，使手术即时产生避孕效果。肾上腺髓质增生的研究在医学上确立了一种新的疾病，受到国际上的重视和承认。肾切除后留存肾代偿性增长的研究，纠正了对肾切除长期存在的一种不全面的认识。　　
吴孟超, 肝胆外科学家，主要从事肝脏外科的关键理论和技术体系研究。1922年8月出生，福建闽清人。1949年毕业于上海同济大学医学院。1991年当选为中国科学院学部委员（院士）。
吴旻, 肿瘤遗传学家 男，1925年12月生，江苏常州人。1950年毕业于同济大学医学院，1961年获苏联医学科学院博士学位。1980年当选为中国科学院学部委员（院士）。现为中国医学科学院肿瘤医院教授。1958－1961年在苏联和1961年回国后开创了苏联和我国的现代人体细胞遗传学研究。1974年开始对我国北方食管癌的遗传病因进行研究，80年代初提出通过遗传学分析对食管癌高发区进行规模预防以降低发病率的策略，并为实现这一目标奋斗至今1983年开始分子水平的研究，着手分离我国食管癌的易感基因(抑癌基因)，试用维甲酸等促使癌细胞分化成熟，应用抑癌基因和分化基因进行癌症基因治疗，分析食管上皮癌变过程各阶段基因表达的动态变化建议并参与我国人类基因组计划和生物信息学的启动和发展。 
吴全德, 吴全德（1923.12.12-2005.12.29），电子物理学家。浙江黄岩人。1947年毕业于清华大学电机系。北京大学教授。研究领域主要在光电阴极、含超微粒子薄膜及薄膜的成核和生成等方面。1963年提出阴极固溶胶理论1966年提出离子晶体或共价晶体中固溶胶粒的形成和生长理论1979年提出银氧铯阴极光电发射的物理模型，推导出长波光电发射的光电流密度和量子产额公式，计算了它的长波光谱响应理论曲线，从而得出对长波有贡献的平均银超微粒的直径约31埃。此理论被国外有关权威学者承认并称之为“吴氏理论”。1987年提出固体表面上原子团和超微粒的形成和生长理论，以及外延生长条件。1991当选为中国科学院院士（学部委员）。
吴汝康, 解剖学、人类学家。1916年2月19日生于江苏武进。1940年获中央大学学士学位。1947年获美国圣路易斯华盛顿大学研究生院硕士学位，1949年获该校博士学位。1980年当选为中国科学院学部委员(院士)。2006年8月31日逝世。 曾任中国科学院古脊椎动物与古人类研究所研究员。精于人体解剖学和人类学研究。与他人合作出版的《人体解剖学》、《人体解剖图谱》在国内外解剖学界享有声誉。在人类学研究方面，先后对蓝田猿人、北京猿人、马坝人、丁村人、柳江人、资阳人、禄丰古猿和巨猿等，作了系统研究。提出从猿到人的过渡、人类体质发展的不平衡性、人类的新进化、人类特征产生的顺序等理论，创建《今人类学》的新学科，在国际学术界获得高度评价。 2000年获何梁何利基金科学与技术成就奖。
吴式枢, 吴式枢，理论物理学家。1923年5月27日出生，江西宜黄人。2009年2月27日逝世。1944年毕业于同济大学，1951年获美国伊利诺斯州立大学哲学博士学位。吉林大学教授。主要从事原子核理论特别是核多体理论方面的研究与教学工作。50年代应用壳模型理论处理μ介子和光核效应，被称为“吴模型”。建立和发展了格林函数方法和非线性积分方程理论以及推广的组态混合法利用格林函数方法系统地研究了零温和有限温的核性质、核结构与相对论多体问题，得到了有限温与相对论等效相互作用的严格表达式。提出了相位介电测井新方法，解决了判断油田水淹层的难题。1980年当选为中国科学院院士（学部委员）。
吴文俊, 数学家 1919年5月生于上海。1940年毕业于上海交通大学。1949年获法国国家科学博士学位。1957年被选聘为中国科学院学部委员(院士)。1991年当选为第三世界科学院院士。中国科学院数学与系统科学研究院系统科学研究所研究员、名誉所长，中国数学会名誉理事长。 中国数学机械化研究的创始人。20世纪50年代在示性类、示嵌类等研究方面取得吴文俊公式、吴文俊示性类等一系列突出成果，并有许多重要应用。70年代创立了定理机器证明的“吴方法”，影响巨大，具有重要应用价值，将引起数学研究方式的变革。 1956年获国家自然科学奖一等奖，1989年获第三世界科学院奖，1993年获陈嘉庚数理科学奖，1994年获求是基金杰出科学家奖，获2000年度首届国家最高科学技术奖。  
吴新智, 古人类学家，主要从事古人类学调查、发掘和研究工作。1928年6月2日生于安徽合肥。1953年毕业于上海医学院。1961年中国科学院研究生毕业。1999年当选为中国科学院院士。
吴学蔺, 吴学蔺(1909.6.1-1985.9.7)，冶金学、机械工程学家，光学仪器专家。江苏武进人。1930年毕业于上海大同大学。1934年获美国匹兹堡卡耐基大学硕士学位。中国科学院南京天文仪器厂总工程师、高级工程师。引进炼钢用转炉，和周仁同时分别在昆明地区首次炼钢成功引进了孕育铸铁、阶段热处理、电焊条制作等技术。50－60年代，组织上钢一、二、三厂改进平炉，扩大上钢二厂轧钢能力。组织上海小钢厂成为多品种生产基地，协助进行“液态成形”和解决用模子压铸零件的办法等都做出了贡献。80年代，主持研制我国口径最大的2.16米天文反射望远镜的关键性工作和与国外合作研制国内精度最高的13.7米毫米波射电天文望远镜。1955年选聘为中国科学院院士（学部委员）。
吴学周, 物理化学家 1902年9月20日生于江西萍乡。1924年毕业于南京高等师范学校数理化部，同年冬毕业于东南大学化学系。1931年获美国加州理工学院博士学位。1948年当选为中央研究院院士。1955年被选聘为中国科学院学部委员(院士)。1983年10月31日逝世。 曾任中央研究院化学研究所所长，中国科学院长春应用化学研究所研究员、所长，环境化学研究所所长等。早年从事多原子分子的紫外、远红外光谱研究，发现了一些新的光谱带系，阐明了若干典型的重要多原子分子的结构和化学反应机理。领导核燃料前、后处理中的化学问题的研究开展超纯分析、痕量分析以及环保分析等研究工作主持光谱、波谱、结构化学研究工作晚年组建了激光化学研究室并应用光谱法研究生物活性物质的氧化机理。
吴英恺,     吴英恺　(1910.5.8-2003.11.13)，医学家。辽宁新民人。满族。1933年毕业于原辽宁医学院，1933、194l年任北平协和医学院外科住院医师至讲师。1941—1943年留美进修胸外科，1944—1948年任重庆、天津中央医院外科主任，1951—1956年任中国协和医学院外科主任教授，1956、1958年任解放军胸科医院院长兼外科主任，1958—1980任阜外医院院长兼外科主任，198l、1987任北京市心肺血管中心主任及安贞医院院长，后任北京市心肺血管疾病研究所名誉所长。曾任中华医学会外科学会及心血管病学会主任委员，美国外科学会及胸外科学会荣誉会员，美国外科医师学院荣誉院士。1955年选聘为中国科学院学部委员（院士）。    中国胸心外科的开创人之一，1940年他首次成功切除食管癌，50年代末组织华北四省一市食管癌防治科研大协作，开展流行学病理和发病学研究，降低了死亡率、提高了治愈率，学术水平达到国际前列。1958年以来开展心血管病流行学及人群防治，1978年组建中国第一个心血管病流行预防教研组，推广心脑血管病的调研防治，取得了国内领先国际瞩目的成果。
吴有训, 物理学家、教育家 1897年4月26日生于江西高安。1920年毕业于南京高等师范学校。1925年获美国芝加哥大学博士学位。1948年当选为中央研究院院士。1955年被选聘为中国科学院学部委员(院士)。1977年11月30日逝世。 曾任清华大学教授、物理系主任、理学院院长(抗战期间同时担任西南联合大学理学院院长)，中央大学校长，交通大学校务委员会主任，中国科学院近代物理研究所研究员、所长，中国科学院副院长、数学物理学化学部主任，中国物理学会理事长等职。20世纪20年代在X射线散射研究中以系统、精湛的实验和精辟的理论分析为康普顿效应的确立和公认作出了重要贡献。回国后开创X射线散射光谱等方面的实验和理论研究，创造性地发展了多原子气体散射X射线的普遍理论，是中国近代物理学研究的开拓者和奠基人之一。在培养大批优秀科学人才、发展中国科教事业等方面作出了重要贡献。
吴征铠, 物理化学家、放射化学家 1913年8月8日生于上海，籍贯江苏扬州，2007年6月27日逝世。1934年毕业于金陵大学化学系。1936年英国剑桥大学物理化学研究所研究生。1980年当选为中国科学院学部委员(院士)。 中国核工业总公司教授。1940年起历任湖南大学化学系教授，浙江大学化学系教授、系主任，复旦大学化学系教授、系主任。1960年任原子能研究所扩散部主任、第二机械工业部扩散总工程师。1978年至今任中国核工业总公司科技委高级顾问。早期工作以分子光谱学为主，对四氯化碳拉曼光谱的精细结构和同位素效应及有关液氮温度下固态氯化氢、磷化氢及砷化氢分子的红外光谱进行过研究。在分子力常数与核间距关系的研究、铀酰化合物的红外及拉曼光谱的研究，以及20世纪80年代后开展的反斯托克斯拉曼光谱、低温基质隔离傅里叶红外光谱、激光四波混频光谱等方面，均有成果。60年代在核工业部工作中，对解决六氟化铀生产及气体扩散厂生产及膜的研制等方面有较大贡献。 曾获全国科学大会奖、国家技术发明奖一等奖等。
吴征镒, 吴征镒（1916.6.13-2013.6.20），植物学家。生于江西九江，原籍江苏仪征。1937年毕业于清华大学生物系。曾任中国科学院昆明植物研究所研究员、名誉所长。1955年选聘为中国科学院院士（学部委员）。论证了我国植物区系的三大历史来源和15种地理成分，提出了北纬20°-40°间的中国南部、西南部是古南大陆、古北大陆和古地中海植物区系的发生和发展的关键地区的观点主编的200万字《中国植被》是植物学有关学科及农、林、牧业生产的一部重要科学资料组织领导了全国，特别是云南植物资源的调查，并指出植物的有用物质的形成和植物种原分布区及形成历史有一定相关性主编了若干全国性和地区性植物志。最近，提出了“东亚植物区”的概念，认为是一最古老的植物区还提出了被子植物起源“多系—多期—多域”的理论。　　
吴中伦,     吴中伦(1913.8.29-1995.5.12)，林学家、森林地理学家。浙江诸暨人。1940年毕业于林学系。1946－1950年赴美国留学，先后获美国耶鲁大学硕士学位和杜克大学林学博士学位。曾任中国林业科学研究院研究员。1980年当选为中国科学院学部委员（院士）。    对中国主要林区和造林区进行了广泛的考察，对重要用材树种的分类、地理分布、生态习性进行了研究，对中国西南部林区和大兴安岭林区的区划、林型分类、采伐方式、更新和育林技术作了深入的探讨，从而对国土绿化、园林化、保护水源林、发展薪炭林等提出了积极的建议。在树木引种驯化的理论和实践上，促进了中国引进国外松和其他优良树种的工作。
吴仲华, 吴仲华(1917.7.27-1992.9.19)，工程热物理学家。原籍江苏苏州，出生于上海。1940年毕业于西南联合大学。1947年获美国麻省理工学院博士学位。中国科学院工程热物理研究所名誉所长、研究员，中国科学院学部主席团名誉主席。50年代初发表的“轴流、径流和混流式亚声速与超声速叶轮机械中三元流动的普遍理论”论文，在国际上被称为“吴氏通用理论”，其主要方程被称为“吴氏方程”。60年代，提出了使用任意非正交速度分量的叶轮机械三元流动基本方程组。“吴氏通用理论”在国际上已广泛地应用于先进的航空发动机的设计中。领导研究发展了整套亚、跨、超声速计算机方法与计算机程序，已在国内广泛应用，为提高我国能源利用水平做出了重大贡献。1957年选聘为中国科学院院士（学部委员）。
吴自良, 吴自良（1917.12.25-2008.5.24），物理冶金学家。浙江浦江人。1939年毕业于北洋工学院。1948年获美国匹兹堡卡内基理工大学博士学位。1950年春被选为美国科学促进会会员。中国科学院上海微系统与信息技术研究所研究员。50年代，从事苏联低合金钢40X代用品的研究，对建立我国低合金钢系统有示范作用60年代，领导并完成了铀同位素分离用“甲种分离膜”的研制任务，为打破超级大国的核垄断做出贡献。60年代初，开始研究钢中过渡族元素Mn、Cr、Mo、V、Ti和氮的s-i交互内耗峰，澄清了过去文献中许多争论和谬误，证明只有钛才有足够的固氮能力，净化位错，消除钢的应变时效。1988年转向研究高温超导体YBCO中的氧扩散机制，求得了精确的氧扩散率和扩散激活能，在磁控溅射c取向薄膜中，发现膜的增氧速度，端赖于垂直c－轴单晶的位错管道所提供的快速氧输运过程。1980当选为中国科学院院士（学部委员）。
